Player Name,Team,Rating,Total Rating,Goals,Assists,Expected Goals,Expected Assists,Accurate Passes,Inaccurate Passes,Total Passes,Successful Dribbles,Yellow Cards,Red Cards,Shots On Target,Total Shots,Minutes Played,Appearances
abqar-abdelkabir,Deportivo Alavés,6.796,169.9,0,0,0.3355,0.15285469,526,189,715,3,10,0,2,8,2179,25
rafa-marin,Deportivo Alavés,6.86,205.8,0,0,0.6171,0.35921729,832,172,1004,3,6,0,3,12,2415,32
andoni-gorosabel,Deportivo Alavés,6.8382352941176,232.5,1,0,0.7197,2.44621205,786,173,959,25,6,0,6,15,2860,34
ruben-duarte,Deportivo Alavés,6.8192307692308,177.3,2,0,0.6476,1.34535786,420,170,590,3,7,0,5,14,1712,26
nahuel-tenaglia,Deportivo Alavés,6.7727272727273,149.0,1,0,0.6365,0.70894103,267,90,357,7,4,0,1,8,1079,24
lopez-javi,Deportivo Alavés,6.8068965517241,197.4,1,3,0.861,2.46471527,530,206,736,38,3,0,3,17,2220,30
aleksandar-sedlar,Deportivo Alavés,6.7545454545455,74.3,1,0,0.3015,0.08281965,342,61,403,2,2,0,1,4,948,11
jesus-owono,Deportivo Alavés,7.0,14.0,0,0,,0.00893011,33,18,51,0,1,0,0,0,180,2
antonio-sivera,Deportivo Alavés,7.05,239.7,0,0,0.0,0.13608305,539,447,986,0,3,0,0,0,3060,34
myrto-uzuni,Granada CF,6.75,229.5,11,1,12.9065,3.0170816,225,60,285,13,3,0,28,63,2459,34
matias-arezo,Granada CF,6.6071428571429,92.5,0,0,1.1633,0.08768723,50,27,77,1,1,0,4,12,371,14
lucas-boye,Granada CF,6.8034482758621,197.3,6,3,5.3303,1.89226033,413,144,557,49,8,1,12,51,2375,29
jose-callejon,Granada CF,6.6583333333333,159.8,0,1,1.2124,1.18538805,250,55,305,2,1,0,4,11,764,24
facundo-pellistri,Granada CF,6.8692307692308,89.3,2,1,1.7489,0.88811024,167,58,225,10,0,0,5,14,1070,13
kamil-jozwiak,Granada CF,6.6636363636364,73.3,0,1,0.1234,0.64993495,125,46,171,8,2,0,1,4,591,11
martin-hongla,Granada CF,6.45,77.4,0,0,0.1835,0.0717973,205,37,242,0,0,0,1,3,496,12
gerard-gumbau,Granada CF,6.83125,218.6,0,3,1.6448,3.8456238,984,287,1271,10,12,0,9,40,2504,33
gonzalo-villar,Granada CF,6.8666666666667,226.6,1,3,1.7952,2.02680048,746,143,889,23,7,0,5,21,1710,33
faitout-maouassa,Granada CF,6.82,34.1,0,1,0.1316,0.40972907,27,18,45,1,0,0,0,4,192,5
theo-corbeanu,Granada CF,6.6833333333333,40.1,1,0,0.3087,0.15166985,33,15,48,2,2,0,2,5,196,9
antonio-puertas,Granada CF,6.525,156.6,0,2,2.3961,0.57589708,142,41,183,15,3,1,5,18,768,26
sergio-ruiz-alonso,Granada CF,6.8515151515152,226.1,0,4,0.6319,1.48092487,1008,173,1181,22,8,0,1,12,2330,33
oscar-melendo,Granada CF,6.6166666666667,158.8,0,0,0.4431,1.03910623,319,68,387,11,2,0,2,6,1116,25
jesus-vallejo,Granada CF,6.4333333333333,19.3,0,0,0.0,0.01643632,74,7,81,1,1,0,0,0,115,3
kamil-piatkowski,Granada CF,6.35,38.1,0,0,0.7998,0.07581959,174,26,200,1,1,1,2,4,444,7
bruno-mendez,Granada CF,6.8133333333333,102.2,1,0,0.429,0.18527186,354,138,492,6,3,0,4,7,1229,15
ricard-sanchez,Granada CF,6.6967741935484,207.6,3,0,0.8554,2.72872163,580,184,764,19,7,0,5,14,2230,31
neva-carlos,Granada CF,6.6571428571429,233.0,0,2,0.1067,1.35353219,929,289,1218,6,4,0,0,4,3062,35
ignasi-miquel,Granada CF,6.7558823529412,229.7,1,1,1.3769,0.83810444,1261,276,1537,8,5,0,8,22,2991,34
miguel-rubio,Granada CF,6.8294117647059,116.1,1,0,0.7796,0.11307419,564,146,710,4,5,0,2,8,1379,17
raul-torrente,Granada CF,6.65,93.1,0,0,0.1559,0.22895613,556,137,693,0,3,0,0,3,1107,15
victor-diaz,Granada CF,6.25,25.0,0,0,0.0,0.00486899,45,24,69,1,1,0,0,0,161,4
augusto-batalla,Granada CF,7.0764705882353,120.3,0,0,0.0224,0.07031283,368,242,610,3,3,0,0,1,1530,17
raul-fernandez,Granada CF,6.35,25.4,0,0,0.0,0.00328552,59,36,95,0,0,0,0,0,281,4
marc-martinez,Granada CF,7.7,7.7,0,0,,0.00016362,24,3,27,0,0,0,0,0,90,1
sergio-rodelas,Granada CF,7.1,7.1,0,1,0.0188,0.474045,9,1,10,1,0,0,0,1,17,1
myrto-uzuni,Granada CF,6.75,229.5,11,1,12.9065,3.0170816,225,60,285,13,3,0,28,63,2459,34
matias-arezo,Granada CF,6.6071428571429,92.5,0,0,1.1633,0.08768723,50,27,77,1,1,0,4,12,371,14
lucas-boye,Granada CF,6.8034482758621,197.3,6,3,5.3303,1.89226033,413,144,557,49,8,1,12,51,2375,29
jose-callejon,Granada CF,6.6583333333333,159.8,0,1,1.2124,1.18538805,250,55,305,2,1,0,4,11,764,24
facundo-pellistri,Granada CF,6.8692307692308,89.3,2,1,1.7489,0.88811024,167,58,225,10,0,0,5,14,1070,13
kamil-jozwiak,Granada CF,6.6636363636364,73.3,0,1,0.1234,0.64993495,125,46,171,8,2,0,1,4,591,11
martin-hongla,Granada CF,6.45,77.4,0,0,0.1835,0.0717973,205,37,242,0,0,0,1,3,496,12
gerard-gumbau,Granada CF,6.83125,218.6,0,3,1.6448,3.8456238,984,287,1271,10,12,0,9,40,2504,33
gonzalo-villar,Granada CF,6.8666666666667,226.6,1,3,1.7952,2.02680048,746,143,889,23,7,0,5,21,1710,33
faitout-maouassa,Granada CF,6.82,34.1,0,1,0.1316,0.40972907,27,18,45,1,0,0,0,4,192,5
theo-corbeanu,Granada CF,6.6833333333333,40.1,1,0,0.3087,0.15166985,33,15,48,2,2,0,2,5,196,9
antonio-puertas,Granada CF,6.525,156.6,0,2,2.3961,0.57589708,142,41,183,15,3,1,5,18,768,26
sergio-ruiz-alonso,Granada CF,6.8515151515152,226.1,0,4,0.6319,1.48092487,1008,173,1181,22,8,0,1,12,2330,33
oscar-melendo,Granada CF,6.6166666666667,158.8,0,0,0.4431,1.03910623,319,68,387,11,2,0,2,6,1116,25
jesus-vallejo,Granada CF,6.4333333333333,19.3,0,0,0.0,0.01643632,74,7,81,1,1,0,0,0,115,3
kamil-piatkowski,Granada CF,6.35,38.1,0,0,0.7998,0.07581959,174,26,200,1,1,1,2,4,444,7
bruno-mendez,Granada CF,6.8133333333333,102.2,1,0,0.429,0.18527186,354,138,492,6,3,0,4,7,1229,15
ricard-sanchez,Granada CF,6.6967741935484,207.6,3,0,0.8554,2.72872163,580,184,764,19,7,0,5,14,2230,31
neva-carlos,Granada CF,6.6571428571429,233.0,0,2,0.1067,1.35353219,929,289,1218,6,4,0,0,4,3062,35
ignasi-miquel,Granada CF,6.7558823529412,229.7,1,1,1.3769,0.83810444,1261,276,1537,8,5,0,8,22,2991,34
miguel-rubio,Granada CF,6.8294117647059,116.1,1,0,0.7796,0.11307419,564,146,710,4,5,0,2,8,1379,17
raul-torrente,Granada CF,6.65,93.1,0,0,0.1559,0.22895613,556,137,693,0,3,0,0,3,1107,15
victor-diaz,Granada CF,6.25,25.0,0,0,0.0,0.00486899,45,24,69,1,1,0,0,0,161,4
augusto-batalla,Granada CF,7.0764705882353,120.3,0,0,0.0224,0.07031283,368,242,610,3,3,0,0,1,1530,17
raul-fernandez,Granada CF,6.35,25.4,0,0,0.0,0.00328552,59,36,95,0,0,0,0,0,281,4
marc-martinez,Granada CF,7.7,7.7,0,0,,0.00016362,24,3,27,0,0,0,0,0,90,1
sergio-rodelas,Granada CF,7.1,7.1,0,1,0.0188,0.474045,9,1,10,1,0,0,0,1,17,1
munir-el-haddadi,Las Palmas,6.7916666666667,244.5,3,2,4.317,2.75387964,554,134,688,21,3,0,12,43,2406,36
sory-kaba,Las Palmas,6.51875,104.3,1,1,1.4633,0.40304064,110,47,157,11,2,0,1,13,748,17
park-marvin,Las Palmas,6.6733333333333,200.2,0,2,0.9578,2.03901178,486,122,608,19,5,0,3,14,1768,30
sandro-ramirez,Las Palmas,6.956,173.9,1,3,3.3827,2.9406197,456,94,550,19,3,0,18,49,1671,25
marc-cardona,Las Palmas,6.8086956521739,156.6,3,1,3.6573,0.60097905,161,50,211,10,3,0,10,20,695,24
maximo-perrone,Las Palmas,6.7571428571429,189.2,0,0,0.2374,1.1505346,1175,125,1300,11,6,0,3,7,1620,28
alberto-moleiro,Las Palmas,6.8153846153846,177.2,3,3,1.746,2.61108924,513,116,629,51,0,0,8,28,1633,26
omenuke-mfulu,Las Palmas,6.66,33.3,0,0,0.0,0.02053349,53,7,60,1,1,0,0,0,92,5
kirian-rodriguez,Las Palmas,7.1314285714286,249.6,6,2,1.9095,2.7407289,2567,297,2864,23,7,0,14,40,3037,35
loiodice-enzo,Las Palmas,6.83,204.9,0,1,0.4985,1.76505442,880,162,1042,28,2,0,6,15,1694,32
jose-campana,Las Palmas,6.65,39.9,0,0,0.0151,0.05093387,130,20,150,1,0,0,0,1,156,7
javier-munoz,Las Palmas,6.7742857142857,237.1,2,3,2.4655,1.75399197,943,206,1149,12,6,0,9,36,2481,35
pejino,Las Palmas,6.7235294117647,114.3,2,0,1.3049,0.51589664,158,38,196,15,1,0,8,17,523,17
cristian-herrera,Las Palmas,6.6666666666667,40.0,1,0,0.8738,0.06533585,84,7,91,1,1,0,1,1,170,7
benito-ramirez,Las Palmas,6.6,118.8,1,0,0.3742,0.28963587,111,28,139,2,0,0,3,10,360,19
fabio-gonzalez,Las Palmas,6.7666666666667,20.3,0,0,,0.04389444,79,3,82,1,0,0,0,0,42,5
julian-araujo,Las Palmas,6.995652173913,160.9,1,0,0.6757,0.76082301,545,107,652,11,5,0,2,7,1394,24
mika-marmol,Las Palmas,6.8588235294118,233.2,0,1,0.8587,1.06666992,2176,257,2433,16,4,1,0,3,3001,34
sergi-cardona,Las Palmas,7.0941176470588,241.2,1,2,2.5982,3.61771621,1399,295,1694,17,10,0,4,25,2726,34
saul-coco,Las Palmas,6.6592592592593,179.8,1,0,1.0324,0.14933223,1166,143,1309,3,6,1,4,19,2113,28
daley-sinkgraven,Las Palmas,6.4555555555556,58.1,0,0,0.0,0.06241578,206,30,236,0,0,1,0,0,377,10
alex-suarez,Las Palmas,6.8896551724138,199.8,2,0,1.3628,0.59025869,1225,181,1406,11,7,0,5,7,2479,30
eric-curbelo,Las Palmas,6.8,6.8,0,0,0.0,0.0018225,51,2,53,0,0,0,0,0,90,1
alvaro-lemos,Las Palmas,6.6666666666667,20.0,0,0,0.0203,0.05774105,96,20,116,0,1,0,0,1,193,3
alvaro-valles,Las Palmas,7.1628571428571,250.7,0,0,0.0,0.05744847,1299,343,1642,0,2,1,0,0,3084,35
aaron-escandell,Las Palmas,6.2,12.4,0,0,,0.00221365,54,21,75,0,0,1,0,0,152,2
munir-el-haddadi,Las Palmas,6.7916666666667,244.5,3,2,4.317,2.75387964,554,134,688,21,3,0,12,43,2406,36
sory-kaba,Las Palmas,6.51875,104.3,1,1,1.4633,0.40304064,110,47,157,11,2,0,1,13,748,17
park-marvin,Las Palmas,6.6733333333333,200.2,0,2,0.9578,2.03901178,486,122,608,19,5,0,3,14,1768,30
sandro-ramirez,Las Palmas,6.956,173.9,1,3,3.3827,2.9406197,456,94,550,19,3,0,18,49,1671,25
marc-cardona,Las Palmas,6.8086956521739,156.6,3,1,3.6573,0.60097905,161,50,211,10,3,0,10,20,695,24
maximo-perrone,Las Palmas,6.7571428571429,189.2,0,0,0.2374,1.1505346,1175,125,1300,11,6,0,3,7,1620,28
alberto-moleiro,Las Palmas,6.8153846153846,177.2,3,3,1.746,2.61108924,513,116,629,51,0,0,8,28,1633,26
omenuke-mfulu,Las Palmas,6.66,33.3,0,0,0.0,0.02053349,53,7,60,1,1,0,0,0,92,5
kirian-rodriguez,Las Palmas,7.1314285714286,249.6,6,2,1.9095,2.7407289,2567,297,2864,23,7,0,14,40,3037,35
loiodice-enzo,Las Palmas,6.83,204.9,0,1,0.4985,1.76505442,880,162,1042,28,2,0,6,15,1694,32
jose-campana,Las Palmas,6.65,39.9,0,0,0.0151,0.05093387,130,20,150,1,0,0,0,1,156,7
javier-munoz,Las Palmas,6.7742857142857,237.1,2,3,2.4655,1.75399197,943,206,1149,12,6,0,9,36,2481,35
pejino,Las Palmas,6.7235294117647,114.3,2,0,1.3049,0.51589664,158,38,196,15,1,0,8,17,523,17
cristian-herrera,Las Palmas,6.6666666666667,40.0,1,0,0.8738,0.06533585,84,7,91,1,1,0,1,1,170,7
benito-ramirez,Las Palmas,6.6,118.8,1,0,0.3742,0.28963587,111,28,139,2,0,0,3,10,360,19
fabio-gonzalez,Las Palmas,6.7666666666667,20.3,0,0,,0.04389444,79,3,82,1,0,0,0,0,42,5
julian-araujo,Las Palmas,6.995652173913,160.9,1,0,0.6757,0.76082301,545,107,652,11,5,0,2,7,1394,24
mika-marmol,Las Palmas,6.8588235294118,233.2,0,1,0.8587,1.06666992,2176,257,2433,16,4,1,0,3,3001,34
sergi-cardona,Las Palmas,7.0941176470588,241.2,1,2,2.5982,3.61771621,1399,295,1694,17,10,0,4,25,2726,34
saul-coco,Las Palmas,6.6592592592593,179.8,1,0,1.0324,0.14933223,1166,143,1309,3,6,1,4,19,2113,28
daley-sinkgraven,Las Palmas,6.4555555555556,58.1,0,0,0.0,0.06241578,206,30,236,0,0,1,0,0,377,10
alex-suarez,Las Palmas,6.8896551724138,199.8,2,0,1.3628,0.59025869,1225,181,1406,11,7,0,5,7,2479,30
eric-curbelo,Las Palmas,6.8,6.8,0,0,0.0,0.0018225,51,2,53,0,0,0,0,0,90,1
alvaro-lemos,Las Palmas,6.6666666666667,20.0,0,0,0.0203,0.05774105,96,20,116,0,1,0,0,1,193,3
alvaro-valles,Las Palmas,7.1628571428571,250.7,0,0,0.0,0.05744847,1299,343,1642,0,2,1,0,0,3084,35
aaron-escandell,Las Palmas,6.2,12.4,0,0,,0.00221365,54,21,75,0,0,1,0,0,152,2
darwin-machis,Cádiz CF,6.6666666666667,140.0,4,0,1.423,1.14260818,157,62,219,6,0,1,10,21,799,21
maximiliano-gomez,Cádiz CF,6.6866666666667,200.6,0,0,1.597,0.48510382,128,102,230,4,2,0,6,16,1161,30
juanmi,Cádiz CF,6.8142857142857,95.4,3,1,2.6894,0.52379898,168,42,210,9,3,0,7,14,811,14
roger-marti,Cádiz CF,6.9095238095238,145.1,2,3,2.6305,1.19028832,181,92,273,1,3,0,12,30,1222,21
chris-ramos,Cádiz CF,6.7861111111111,244.3,5,1,9.6414,1.34639706,262,191,453,17,4,0,27,73,2542,36
sergi-guardiola,Cádiz CF,6.6666666666667,140.0,1,1,1.821,0.51301641,136,43,179,7,1,0,5,14,470,21
diadie-samassekou,Cádiz CF,6.8,20.4,0,0,0.0281,0.01587879,30,1,31,0,0,0,1,1,61,3
brian-ocampo,Cádiz CF,6.5363636363636,71.9,0,0,0.209,0.08599373,48,23,71,5,1,0,1,3,149,11
ruben-alcaraz,Cádiz CF,6.9852941176471,237.5,3,1,3.1863,1.47312783,1159,258,1417,9,13,0,11,45,2958,34
robert-navarro,Cádiz CF,6.8153846153846,177.2,1,1,1.9006,2.32277012,441,121,562,50,0,1,6,25,1751,26
gonzalo-escalante,Cádiz CF,6.6217391304348,152.3,1,2,1.9087,1.52412651,469,151,620,3,2,1,3,13,1548,23
rominigue-kouame,Cádiz CF,6.8,102.0,0,0,0.2895,0.30111202,354,56,410,7,2,0,0,5,828,16
ruben-sobrino,Cádiz CF,6.6666666666667,200.0,0,1,1.5502,1.71068288,362,113,475,14,8,1,3,19,1573,30
alex-fernandez,Cádiz CF,6.744,168.6,0,0,0.2727,1.33872252,475,84,559,4,3,0,1,7,1246,25
ivan-alejo,Cádiz CF,6.5733333333333,197.2,0,2,0.4906,2.7505395,195,109,304,24,17,0,2,11,1713,30
fede-san-emeterio,Cádiz CF,6.625,26.5,1,0,0.0569,0.15988009,42,8,50,0,1,1,1,1,165,4
jose-mari,Cádiz CF,6.6,13.2,0,0,0.0,0.00804161,16,4,20,0,1,0,0,0,27,3
aiham-ousou,Cádiz CF,6.7,40.2,0,0,0.1726,0.24795388,141,38,179,1,0,0,0,2,429,6
victor-chust,Cádiz CF,6.8190476190476,143.2,0,1,0.5319,0.23119242,779,183,962,1,3,1,0,4,1796,21
javier-hernandez,Cádiz CF,6.7740740740741,182.9,1,2,1.4096,2.69723023,622,235,857,12,8,0,7,29,2337,28
lucas-pires,Cádiz CF,6.7222222222222,181.5,1,0,0.7736,1.87176558,413,125,538,15,6,0,4,10,1455,27
fali,Cádiz CF,6.8142857142857,190.8,0,0,0.8056,0.21197904,701,215,916,3,11,0,3,11,2370,28
mamadou-mbaye,Cádiz CF,6.8,27.2,0,0,0.3444,0.01396359,47,36,83,0,2,0,1,2,286,4
iza-carcelen,Cádiz CF,6.769696969697,223.4,0,0,0.5693,1.25798123,634,219,853,13,2,0,2,9,2609,33
luis-hernandez,Cádiz CF,6.7555555555556,60.8,1,0,0.9533,0.43173673,238,65,303,0,4,0,1,1,730,9
jorge-mere,Cádiz CF,6.64,66.4,0,0,0.1711,0.0400252,165,60,225,1,0,0,1,4,687,10
joseba-zaldua,Cádiz CF,6.61,66.1,0,0,0.0137,0.71920743,87,40,127,1,3,0,0,1,548,11
jeremias-ledesma,Cádiz CF,7.1969696969697,237.5,0,0,0.0,0.15380052,556,472,1028,1,0,0,0,0,2959,33
david-gil,Cádiz CF,7.375,29.5,0,0,,0.01240351,50,58,108,0,1,0,0,0,281,4
darwin-machis,Cádiz CF,6.6666666666667,140.0,4,0,1.423,1.14260818,157,62,219,6,0,1,10,21,799,21
maximiliano-gomez,Cádiz CF,6.6866666666667,200.6,0,0,1.597,0.48510382,128,102,230,4,2,0,6,16,1161,30
juanmi,Cádiz CF,6.8142857142857,95.4,3,1,2.6894,0.52379898,168,42,210,9,3,0,7,14,811,14
roger-marti,Cádiz CF,6.9095238095238,145.1,2,3,2.6305,1.19028832,181,92,273,1,3,0,12,30,1222,21
chris-ramos,Cádiz CF,6.7861111111111,244.3,5,1,9.6414,1.34639706,262,191,453,17,4,0,27,73,2542,36
sergi-guardiola,Cádiz CF,6.6666666666667,140.0,1,1,1.821,0.51301641,136,43,179,7,1,0,5,14,470,21
diadie-samassekou,Cádiz CF,6.8,20.4,0,0,0.0281,0.01587879,30,1,31,0,0,0,1,1,61,3
brian-ocampo,Cádiz CF,6.5363636363636,71.9,0,0,0.209,0.08599373,48,23,71,5,1,0,1,3,149,11
ruben-alcaraz,Cádiz CF,6.9852941176471,237.5,3,1,3.1863,1.47312783,1159,258,1417,9,13,0,11,45,2958,34
robert-navarro,Cádiz CF,6.8153846153846,177.2,1,1,1.9006,2.32277012,441,121,562,50,0,1,6,25,1751,26
gonzalo-escalante,Cádiz CF,6.6217391304348,152.3,1,2,1.9087,1.52412651,469,151,620,3,2,1,3,13,1548,23
rominigue-kouame,Cádiz CF,6.8,102.0,0,0,0.2895,0.30111202,354,56,410,7,2,0,0,5,828,16
ruben-sobrino,Cádiz CF,6.6666666666667,200.0,0,1,1.5502,1.71068288,362,113,475,14,8,1,3,19,1573,30
alex-fernandez,Cádiz CF,6.744,168.6,0,0,0.2727,1.33872252,475,84,559,4,3,0,1,7,1246,25
ivan-alejo,Cádiz CF,6.5733333333333,197.2,0,2,0.4906,2.7505395,195,109,304,24,17,0,2,11,1713,30
fede-san-emeterio,Cádiz CF,6.625,26.5,1,0,0.0569,0.15988009,42,8,50,0,1,1,1,1,165,4
jose-mari,Cádiz CF,6.6,13.2,0,0,0.0,0.00804161,16,4,20,0,1,0,0,0,27,3
aiham-ousou,Cádiz CF,6.7,40.2,0,0,0.1726,0.24795388,141,38,179,1,0,0,0,2,429,6
victor-chust,Cádiz CF,6.8190476190476,143.2,0,1,0.5319,0.23119242,779,183,962,1,3,1,0,4,1796,21
javier-hernandez,Cádiz CF,6.7740740740741,182.9,1,2,1.4096,2.69723023,622,235,857,12,8,0,7,29,2337,28
lucas-pires,Cádiz CF,6.7222222222222,181.5,1,0,0.7736,1.87176558,413,125,538,15,6,0,4,10,1455,27
fali,Cádiz CF,6.8142857142857,190.8,0,0,0.8056,0.21197904,701,215,916,3,11,0,3,11,2370,28
mamadou-mbaye,Cádiz CF,6.8,27.2,0,0,0.3444,0.01396359,47,36,83,0,2,0,1,2,286,4
iza-carcelen,Cádiz CF,6.769696969697,223.4,0,0,0.5693,1.25798123,634,219,853,13,2,0,2,9,2609,33
luis-hernandez,Cádiz CF,6.7555555555556,60.8,1,0,0.9533,0.43173673,238,65,303,0,4,0,1,1,730,9
jorge-mere,Cádiz CF,6.64,66.4,0,0,0.1711,0.0400252,165,60,225,1,0,0,1,4,687,10
joseba-zaldua,Cádiz CF,6.61,66.1,0,0,0.0137,0.71920743,87,40,127,1,3,0,0,1,548,11
jeremias-ledesma,Cádiz CF,7.1969696969697,237.5,0,0,0.0,0.15380052,556,472,1028,1,0,0,0,0,2959,33
david-gil,Cádiz CF,7.375,29.5,0,0,,0.01240351,50,58,108,0,1,0,0,0,281,4
vedat-muriqi,RCD Mallorca,7.0777777777778,191.1,6,2,9.0247,1.76722065,379,223,602,13,5,0,24,58,2206,27
cyle-larin,RCD Mallorca,6.7030303030303,221.2,2,2,7.6732,0.53686662,177,96,273,14,8,0,24,62,1733,33
abdon-prats,RCD Mallorca,6.825,218.4,6,1,3.0928,1.19587357,128,95,223,8,3,0,11,30,1191,32
javi-llabres,RCD Mallorca,6.6357142857143,92.9,1,0,0.6281,0.31988234,41,12,53,4,1,0,3,7,206,15
nemanja-radonjic,RCD Mallorca,6.8555555555556,61.7,0,0,1.4892,0.31223207,54,24,78,17,0,0,7,9,272,9
sergi-darder,RCD Mallorca,7.0176470588235,238.6,1,5,1.8756,4.53129191,607,158,765,28,4,0,9,27,1994,34
samuel-costa,RCD Mallorca,6.890625,220.5,1,1,1.0518,0.8991426,802,226,1028,12,8,0,3,21,2260,33
dani-rodriguez,RCD Mallorca,6.8470588235294,232.8,2,4,1.3724,4.68527191,596,181,777,31,8,0,4,27,2542,34
omar-mascarell,RCD Mallorca,6.6518518518519,179.6,0,0,0.443,0.22209184,602,132,734,7,7,0,0,6,1513,27
manu-morlanes,RCD Mallorca,6.80625,217.8,0,1,0.8051,1.98312953,598,111,709,20,2,0,3,10,1513,33
antonio-sanchez,RCD Mallorca,6.7035714285714,187.7,3,1,2.5313,1.75934338,339,125,464,14,3,0,9,23,1419,28
pablo-maffeo,RCD Mallorca,6.695,133.9,0,2,0.5571,0.86936668,265,138,403,15,3,1,3,9,1436,21
matija-nastasic,RCD Mallorca,6.9230769230769,180.0,2,0,1.0201,0.69530677,785,196,981,0,8,0,2,8,2265,26
antonio-raillo,RCD Mallorca,7.1625,171.9,3,0,1.2331,0.73425425,886,150,1036,0,3,1,9,25,2022,24
giovanni-gonzalez,RCD Mallorca,6.759375,216.3,1,1,0.4533,1.71585171,733,223,956,14,7,0,4,14,2373,33
martin-valjent,RCD Mallorca,6.7846153846154,176.4,0,1,0.2397,0.60959481,732,168,900,1,5,0,0,7,2174,26
toni-lato,RCD Mallorca,6.8076923076923,177.0,0,1,0.2286,1.33545785,434,127,561,10,3,0,2,5,1544,27
jose-copete,RCD Mallorca,6.7944444444444,122.3,1,0,0.5199,0.48400003,424,116,540,4,6,0,1,6,1266,18
nacho-vidal,RCD Mallorca,6.7076923076923,87.2,1,0,1.2169,0.3051978,122,39,161,2,1,0,4,10,439,14
jaume-costa,RCD Mallorca,6.6678571428571,186.7,0,1,0.2382,1.07358305,406,125,531,8,7,0,2,5,1520,28
siebe-van-der-heyden,RCD Mallorca,6.6333333333333,39.8,0,0,0.1648,0.051160295,62,30,92,0,2,1,0,2,292,6
predrag-rajkovic,RCD Mallorca,7.0885714285714,248.1,0,0,0.0,0.14208383,605,498,1103,3,2,0,0,0,3150,35
dominik-greif,RCD Mallorca,7.8,7.8,0,0,,0.00637931,21,8,29,0,0,0,0,0,90,1
vedat-muriqi,RCD Mallorca,7.0777777777778,191.1,6,2,9.0247,1.76722065,379,223,602,13,5,0,24,58,2206,27
cyle-larin,RCD Mallorca,6.7030303030303,221.2,2,2,7.6732,0.53686662,177,96,273,14,8,0,24,62,1733,33
abdon-prats,RCD Mallorca,6.825,218.4,6,1,3.0928,1.19587357,128,95,223,8,3,0,11,30,1191,32
javi-llabres,RCD Mallorca,6.6357142857143,92.9,1,0,0.6281,0.31988234,41,12,53,4,1,0,3,7,206,15
nemanja-radonjic,RCD Mallorca,6.8555555555556,61.7,0,0,1.4892,0.31223207,54,24,78,17,0,0,7,9,272,9
sergi-darder,RCD Mallorca,7.0176470588235,238.6,1,5,1.8756,4.53129191,607,158,765,28,4,0,9,27,1994,34
samuel-costa,RCD Mallorca,6.890625,220.5,1,1,1.0518,0.8991426,802,226,1028,12,8,0,3,21,2260,33
dani-rodriguez,RCD Mallorca,6.8470588235294,232.8,2,4,1.3724,4.68527191,596,181,777,31,8,0,4,27,2542,34
omar-mascarell,RCD Mallorca,6.6518518518519,179.6,0,0,0.443,0.22209184,602,132,734,7,7,0,0,6,1513,27
manu-morlanes,RCD Mallorca,6.80625,217.8,0,1,0.8051,1.98312953,598,111,709,20,2,0,3,10,1513,33
antonio-sanchez,RCD Mallorca,6.7035714285714,187.7,3,1,2.5313,1.75934338,339,125,464,14,3,0,9,23,1419,28
pablo-maffeo,RCD Mallorca,6.695,133.9,0,2,0.5571,0.86936668,265,138,403,15,3,1,3,9,1436,21
matija-nastasic,RCD Mallorca,6.9230769230769,180.0,2,0,1.0201,0.69530677,785,196,981,0,8,0,2,8,2265,26
antonio-raillo,RCD Mallorca,7.1625,171.9,3,0,1.2331,0.73425425,886,150,1036,0,3,1,9,25,2022,24
giovanni-gonzalez,RCD Mallorca,6.759375,216.3,1,1,0.4533,1.71585171,733,223,956,14,7,0,4,14,2373,33
martin-valjent,RCD Mallorca,6.7846153846154,176.4,0,1,0.2397,0.60959481,732,168,900,1,5,0,0,7,2174,26
toni-lato,RCD Mallorca,6.8076923076923,177.0,0,1,0.2286,1.33545785,434,127,561,10,3,0,2,5,1544,27
jose-copete,RCD Mallorca,6.7944444444444,122.3,1,0,0.5199,0.48400003,424,116,540,4,6,0,1,6,1266,18
nacho-vidal,RCD Mallorca,6.7076923076923,87.2,1,0,1.2169,0.3051978,122,39,161,2,1,0,4,10,439,14
jaume-costa,RCD Mallorca,6.6678571428571,186.7,0,1,0.2382,1.07358305,406,125,531,8,7,0,2,5,1520,28
siebe-van-der-heyden,RCD Mallorca,6.6333333333333,39.8,0,0,0.1648,0.051160295,62,30,92,0,2,1,0,2,292,6
predrag-rajkovic,RCD Mallorca,7.0885714285714,248.1,0,0,0.0,0.14208383,605,498,1103,3,2,0,0,0,3150,35
dominik-greif,RCD Mallorca,7.8,7.8,0,0,,0.00637931,21,8,29,0,0,0,0,0,90,1
radamel-falcao,Rayo Vallecano,6.6,132.0,1,0,2.4385,0.28759222,75,17,92,3,4,0,7,15,324,20
raul-de-tomas,Rayo Vallecano,6.7375,161.7,1,2,3.3565,0.38916391,201,52,253,20,5,0,12,39,1255,24
sergio-camello,Rayo Vallecano,6.7033333333333,201.1,3,1,4.5283,1.16754164,264,96,360,15,3,0,13,33,1597,30
randy-nteka,Rayo Vallecano,6.49375,103.9,1,1,2.3288,0.85096314,128,45,173,7,2,0,6,15,578,16
ismaila-ciss,Rayo Vallecano,6.8896551724138,199.8,1,0,1.4749,0.64165089,667,130,797,16,10,0,7,20,1495,29
