Player Name,Team,Rating,Total Rating,Goals,Assists,Expected Goals,Expected Assists,Accurate Passes,Inaccurate Passes,Total Passes,Successful Dribbles,Yellow Cards,Red Cards,Shots On Target,Total Shots,Minutes Played,Appearances,ID
alberto-mari,Valencia CF,6.5928571428571,92.3,0,1,1.0128,0.72197777,31,18,49,1,0,0,2,5,222,15,990232
amallah-selim,Valencia CF,6.6789473684211,126.9,0,1,0.4164,0.34923261,120,40,160,18,3,1,5,11,633,20,801211
pepelu,Valencia CF,7.2444444444444,260.8,7,1,7.2759,4.48117713,1571,342,1913,12,4,0,12,35,3215,36,826948
andre-almeida,Valencia CF,6.8823529411765,117.0,2,1,0.3779,0.83589881,259,68,327,11,0,0,4,8,879,17,845693
javier-guerra,Valencia CF,6.7085714285714,234.8,4,1,2.6626,1.91369003,684,240,924,37,3,1,14,42,2481,35,1122610
hugo-guillamon,Valencia CF,6.648,166.2,1,0,0.2079,0.49668695,517,120,637,2,6,0,2,3,1248,25,855830
diego-lopez,Valencia CF,6.8314285714286,239.1,3,6,3.1454,2.28529832,466,214,680,26,2,0,15,37,2602,35,998950
sergi-canos,Valencia CF,6.832,170.8,1,2,2.4844,1.47080371,226,104,330,17,2,0,17,40,1165,26,790833
fran-perez,Valencia CF,6.640625,212.5,1,4,1.0697,2.12083052,423,106,529,40,4,0,2,20,2069,32,966637
mouctar-diakhaby,Valencia CF,6.9285714285714,97.0,1,0,0.7244,0.09344251,475,70,545,4,6,0,3,7,1071,14,797306
jose-luis-gaya,Valencia CF,6.925,166.2,1,2,0.4868,2.45564461,628,165,793,8,2,0,1,10,1797,24,227922
cenk-ozkacar,Valencia CF,6.7304347826087,154.8,0,0,0.256,0.29989659,679,152,831,3,3,0,3,6,1604,23,953097
correia-thierry,Valencia CF,6.8733333333333,206.2,0,2,0.6243,2.38158513,759,235,994,21,4,1,2,5,2093,30,851282
cristhian-mosquera,Valencia CF,6.8942857142857,241.3,0,0,0.6736,0.15014538,1399,180,1579,6,2,0,2,9,2984,35,1144630
gasiorowski-yarek,Valencia CF,6.7818181818182,74.6,0,0,0.0119,0.06590086,148,51,199,0,1,0,0,1,647,13,1184317
dimitri-foulquier,Valencia CF,6.6161290322581,205.1,0,0,0.6388,0.76189278,525,199,724,22,3,0,1,7,1743,32,151138
jesus-vazquez,Valencia CF,6.58,131.6,1,0,1.1581,0.17103144,120,59,179,6,1,0,2,7,727,20,996929
giorgi-mamardashvili,Valencia CF,7.1027777777778,255.7,0,0,0,0.07963554,440,502,942,0,3,1,0,0,3199,36,930997
jaume-domenech,Valencia CF,7.2,14.4,0,0,,0.00086315,11,18,29,0,0,0,0,0,79,2,235386
cristian-rivero,Valencia CF,6.7,6.7,0,0,,8.987e-05,9,5,14,0,0,0,0,0,56,1,914744
iago-aspas,Celta de Vigo,7.5264705882353,255.9,8,9,10.594,9.13864382,884,239,1123,29,6,1,27,77,2640,34,19356
jorgen-strand-larsen,Celta de Vigo,6.9333333333333,249.6,13,3,14.5508,2.0825287,414,174,588,29,5,0,35,82,2861,36,876599
douvikas-anastasios,Celta de Vigo,6.7793103448276,196.6,6,1,4.0868,0.63843626,96,59,155,9,2,0,13,23,878,31,894863
carles-perez,Celta de Vigo,6.725,107.6,1,1,1.1809,0.78764524,193,43,236,14,3,0,6,24,768,16,794950
miguel-rodriguez,Celta de Vigo,6.4916666666667,77.9,0,0,0.1419,0.13930224,50,14,64,3,2,0,0,5,241,14,1014118
jonathan-bamba,Celta de Vigo,6.9962962962963,188.9,3,2,2.9863,3.70029791,567,136,703,42,0,0,16,41,1993,27,595576
renato-tapia,Celta de Vigo,7.0473684210526,133.9,0,0,1.0173,0.67310086,522,160,682,27,3,1,1,19,1322,20,352376
franco-cervi,Celta de Vigo,6.8352941176471,116.2,0,1,0.4648,1.22862346,203,37,240,0,2,0,1,8,562,17,557008
williot-swedberg,Celta de Vigo,6.8692307692308,89.3,5,0,2.2724,0.54910457,72,23,95,7,1,0,6,12,384,14,1126779
luca-de-la-torre,Celta de Vigo,6.6866666666667,200.6,1,4,2.4533,1.49374531,619,124,743,11,2,1,8,24,1956,31,846492
fran-beltran,Celta de Vigo,6.7677419354839,209.8,0,0,0.7071,1.69675642,1113,166,1279,12,2,0,3,20,2354,32,835484
dotor-carlos,Celta de Vigo,6.6384615384615,86.3,0,0,0.1685,0.28455682,273,51,324,3,2,0,0,4,701,16,997221
jailson,Celta de Vigo,6.8571428571429,96.0,0,1,0.2004,0.44634109,405,78,483,6,1,0,3,5,893,14,794861
tadeo-allende,Celta de Vigo,6.5333333333333,58.8,1,0,1.4385,0.18083274,56,29,85,3,1,0,2,8,305,9,1108451
hugo-alvarez,Celta de Vigo,7.1583333333333,85.9,1,1,1.0441,1.77943754,318,54,372,16,1,0,4,12,781,12,1154935
hugo-sotelo,Celta de Vigo,6.8266666666667,102.4,0,1,0.2993,1.10710508,473,40,513,7,1,0,1,7,637,16,1120669
oscar-mingueza,Celta de Vigo,7.0081081081081,259.3,2,2,2.613,6.10360933,1224,290,1514,35,4,0,12,27,2912,37,859773
joseph-aidoo,Celta de Vigo,6.7166666666667,40.3,0,0,0.0995,0.03687235,142,39,181,2,0,0,0,3,416,6,796320
mihailo-ristic,Celta de Vigo,6.725,80.7,0,0,0.3451,0.47488824,291,98,389,7,2,0,4,10,807,12,363774
unai-nunez,Celta de Vigo,6.9352941176471,235.8,1,0,1.4401,1.03447231,1300,328,1628,10,4,0,5,22,2802,34,892521
manuel-sanchez,Celta de Vigo,6.792,169.8,0,5,0.4891,2.97100067,488,150,638,11,3,0,2,9,1786,26,984789
carl-starfelt,Celta de Vigo,6.9851851851852,188.6,1,0,1.4008,0.11235351,906,125,1031,0,4,0,5,12,2218,27,360718
javier-manquillo,Celta de Vigo,6.6363636363636,73.0,0,1,0.1058,0.44597931,305,56,361,4,3,0,0,1,746,12,210082
carlos-dominguez,Celta de Vigo,6.7571428571429,141.9,0,0,0.2769,0.2522736,635,167,802,2,2,0,0,5,1540,21,1069703
kevin-vazquez,Celta de Vigo,6.6181818181818,72.8,0,0,0.0373,0.35582812,184,68,252,3,3,0,1,2,653,11,795257
vicente-guaita,Celta de Vigo,7.0962962962963,191.6,0,0,,0.02230268,423,245,668,0,2,0,0,0,2402,27,32023
ivan-villar,Celta de Vigo,6.6272727272727,72.9,0,0,0,0.00993494,139,106,245,0,0,2,0,0,925,11,848980
borja-mayoral,Getafe CF,7.0407407407407,190.1,15,1,11.8635,1.324124,414,119,533,18,2,0,27,47,2162,27,604954
juanmi-latasa,Getafe CF,6.7870967741935,210.4,2,0,3.797,1.40863025,192,171,363,6,5,1,15,44,1565,32,966679
mason-greenwood,Getafe CF,7.134375,228.3,8,6,8.3954,4.25528421,719,164,883,71,6,0,33,95,2577,32,942116
ilaix-moriba,Getafe CF,6.75,94.5,0,2,0.3443,0.42150013,149,52,201,4,3,1,1,4,618,14,962890
carles-alena,Getafe CF,6.6464285714286,186.1,1,1,1.2436,1.03809802,287,65,352,6,6,0,5,16,993,28,794937
nemanja-maksimovic,Getafe CF,6.9527777777778,250.3,4,0,5.5098,1.58896864,802,182,984,6,4,0,15,34,3182,36,331449
oscar-rodriguez,Getafe CF,6.8428571428571,143.7,2,0,1.4521,1.30293514,299,88,387,12,9,0,9,31,900,23,794948
luis-milla,Getafe CF,7.04,176.0,0,1,0.604,2.06422981,928,182,1110,11,6,0,5,15,2056,26,811629
mauro-arambarri,Getafe CF,6.5714285714286,46.0,0,0,0.5234,0.1372219,111,24,135,2,2,0,2,9,337,7,385888
jaime-mata,Getafe CF,6.76875,216.6,5,1,5.3573,1.58149621,305,145,450,8,8,1,11,30,1717,34,351140
jose-angel-carmona,Getafe CF,6.5703703703704,177.4,1,1,0.8348,1.39169958,349,100,449,9,9,0,3,12,1316,29,1015240
yellu-santiago,Getafe CF,6.6416666666667,79.7,1,0,0.5915,0.23518402,135,37,172,3,4,0,2,5,639,13,1211005
alberto-risco,Getafe CF,6.6,19.8,0,0,,0.07987852,13,5,18,2,0,0,0,0,64,3,1841875
djene,Getafe CF,6.7125,214.8,0,0,0.1261,0.66982368,793,219,1012,18,12,1,1,6,2419,32,307702
omar-alderete,Getafe CF,6.7321428571429,188.5,0,1,1.2126,0.81966222,638,351,989,9,8,1,5,24,2104,30,805137
domingos-duarte,Getafe CF,6.4666666666667,97.0,0,0,0.2651,0.12561504,292,84,376,1,3,2,0,1,921,15,576276
diego-rico,Getafe CF,6.953125,222.5,0,7,0.3229,3.42579966,704,340,1044,11,10,0,5,18,2536,32,350560
gaston-alvarez,Getafe CF,6.7606060606061,223.1,1,0,0.6654,0.3586529,656,206,862,9,7,0,2,13,2463,33,980578
fabrizio-angileri,Getafe CF,6.675,53.4,0,0,0,0.85781832,59,30,89,2,2,1,0,0,184,11,311462
juan-iglesias,Getafe CF,6.8260869565217,157.0,0,2,0.5993,0.95536128,298,159,457,6,4,0,6,15,1419,23,949707
david-soria,Getafe CF,7.0918918918919,262.4,0,0,0,0.11394329,555,592,1147,0,3,0,0,0,3330,37,604258
ante-budimir,CA Osasuna,7.19375,230.2,16,2,13.8105,1.78688083,231,189,420,10,4,0,32,74,2395,32,37318
raul-garcia-de-haro,CA Osasuna,6.7088235294118,228.1,6,1,4.7095,0.80032528,184,106,290,6,4,0,11,30,1342,34,997280
jose-manuel-arnaiz,CA Osasuna,6.8090909090909,149.8,2,1,1.7482,1.59405495,217,51,268,11,2,0,9,29,919,25,824130
kike-barja,CA Osasuna,6.58,98.7,0,0,0.2239,0.38034711,78,12,90,11,3,0,2,4,314,16,591132
moi-gomez,CA Osasuna,6.9074074074074,186.5,3,0,1.7213,1.85843916,916,179,1095,17,3,0,8,19,1986,27,149370
ruben-garcia,CA Osasuna,6.9793103448276,202.4,3,2,2.2819,3.54494385,484,182,666,18,1,0,10,28,1553,30,260031
aimar-oroz,CA Osasuna,6.840625,218.9,2,1,3.4097,2.14376163,808,171,979,26,3,0,6,23,2270,32,985329
lucas-torro,CA Osasuna,6.8037037037037,183.7,1,0,1.4857,0.60428351,582,186,768,5,5,0,7,30,1730,27,187313
jon-moncayola,CA Osasuna,6.75,216.0,1,3,0.6079,2.46348209,741,170,911,6,2,1,5,16,1792,32,976141
iker-munoz,CA Osasuna,6.8538461538462,178.2,4,0,1.065,0.42690283,704,221,925,5,4,0,6,23,1766,27,1119586
pablo-ibanez-lumbreras,CA Osasuna,6.6774193548387,207.0,1,2,2.2235,1.09287235,318,95,413,8,5,0,7,26,1107,32,1084381
johan-mojica,CA Osasuna,6.7464285714286,188.9,0,3,1.0087,3.15607337,672,199,871,17,1,0,1,17,1951,29,344847
david-garcia,CA Osasuna,6.962962962963,188.0,0,1,0.9503,0.99308428,1101,224,1325,3,5,0,2,15,2336,27,591136
alejandro-catena,CA Osasuna,6.7689655172414,196.3,1,3,1.3009,1.03957475,1065,236,1301,3,8,1,4,17,2457,29,900792
ruben-pena,CA Osasuna,6.7571428571429,189.2,0,1,0.8631,2.43007012,477,191,668,34,2,0,4,16,2015,28,255973
jesus-areso,CA Osasuna,6.8861111111111,247.9,1,6,0.1495,2.80686334,731,178,909,43,3,0,2,8,2587,36,910267
juan-cruz,CA Osasuna,6.6192307692308,172.1,0,1,0.0439,0.62110513,612,139,751,3,3,0,0,3,1663,26,897902
unai-garcia,CA Osasuna,6.5375,52.3,1,0,0.1122,0.02080134,154,38,192,0,3,1,1,2,548,8,330675
herrando-jorge,CA Osasuna,6.6888888888889,120.4,0,0,0.3583,0.11173271,551,144,695,2,4,0,0,4,1554,18,944225
sergio-herrera,CA Osasuna,7.003125,224.1,0,0,0,0.08140526,670,412,1082,0,2,0,0,0,2870,32,294377
aitor-fernandez,CA Osasuna,6.5166666666667,39.1,0,0,0,0.01589601,93,54,147,0,2,0,0,0,460,6,99516
myrto-uzuni,Granada CF,6.75,229.5,11,1,12.9341,3.0170816,225,60,285,13,3,0,28,63,2459,34,895533
matias-arezo,Granada CF,6.6071428571429,92.5,0,0,1.1633,0.08768723,50,27,77,1,1,0,4,12,371,14,975814
lucas-boye,Granada CF,6.8,204.0,6,3,5.4435,2.00089633,429,150,579,51,8,1,13,53,2465,30,814385
jose-callejon,Granada CF,6.6583333333333,159.8,0,1,1.2124,1.18532805,249,55,304,2,1,0,4,11,764,24,40965
facundo-pellistri,Granada CF,6.8428571428571,95.8,2,1,2.4646,0.96585054,184,62,246,11,0,0,6,17,1159,14,989803
kamil-jozwiak,Granada CF,6.6636363636364,73.3,0,1,0.1234,0.64993495,125,46,171,8,2,0,1,4,591,11,814820
martin-hongla,Granada CF,6.4461538461538,83.8,0,0,0.1835,0.08579839,235,43,278,0,0,0,1,3,569,13,856062
gonzalo-villar,Granada CF,6.8558823529412,233.1,1,3,1.7952,2.14364498,755,144,899,23,7,0,5,21,1740,34,914765
gerard-gumbau,Granada CF,6.8454545454545,225.9,0,3,1.6863,4.0156958,1013,292,1305,10,12,0,9,42,2594,34,326471
faitout-maouassa,Granada CF,6.82,34.1,0,1,0.1316,0.40972907,27,18,45,1,0,0,0,4,192,5,801287
theo-corbeanu,Granada CF,6.6833333333333,40.1,1,0,0.3087,0.15166985,33,15,48,2,2,0,2,5,196,9,1121430
antonio-puertas,Granada CF,6.528,163.2,0,2,3.1845,0.57605654,144,41,185,15,3,1,5,19,777,27,316406
sergio-ruiz-alonso,Granada CF,6.85,232.9,0,4,0.6963,1.79260887,1043,183,1226,23,8,0,1,13,2420,34,857227
oscar-melendo,Granada CF,6.62,165.5,0,0,0.4431,1.04419378,324,71,395,11,2,0,2,6,1133,26,861317
jesus-vallejo,Granada CF,6.4333333333333,19.3,0,0,0,0.01643632,74,7,81,1,1,0,0,0,115,3,355048
kamil-piatkowski,Granada CF,6.3714285714286,44.6,0,0,0.7998,0.08014369,185,29,214,1,1,1,2,4,461,8,942335
bruno-mendez,Granada CF,6.825,109.2,2,0,0.6065,0.19768386,388,151,539,6,4,0,5,8,1318,16,923000
ricard-sanchez,Granada CF,6.690625,214.1,3,0,0.9509,2.72879303,582,185,767,19,7,0,5,14,2240,32,986726
neva-carlos,Granada CF,6.6638888888889,239.9,0,2,0.1067,1.37371979,964,300,1264,7,4,0,0,4,3152,36,914178
ignasi-miquel,Granada CF,6.7558823529412,229.7,1,1,1.3769,0.83816044,1261,276,1537,8,5,0,8,22,2991,34,144606
miguel-rubio,Granada CF,6.8055555555556,122.5,1,0,0.7796,0.11432378,600,151,751,4,5,0,2,8,1469,18,934351
raul-torrente,Granada CF,6.62,99.3,0,0,0.1559,0.23868006,584,153,737,0,4,0,0,3,1180,16,1134758
victor-diaz,Granada CF,6.25,25.0,0,0,0,0.00486899,45,24,69,1,1,0,0,0,161,4,141655
augusto-batalla,Granada CF,7.0764705882353,120.3,0,0,0.0224,0.07031965,368,242,610,3,3,0,0,1,1530,17,358910
raul-fernandez,Granada CF,6.35,25.4,0,0,0,0.00328552,59,36,95,0,0,0,0,0,281,4,31828
marc-martinez,Granada CF,7.35,14.7,0,0,,0.00652452,45,14,59,0,0,0,0,0,180,2,232548
sergio-rodelas,Granada CF,6.7,13.4,0,1,0.032,0.47661042,19,2,21,1,0,0,0,2,77,2,1526648
munir-el-haddadi,Las Palmas,6.7864864864865,251.1,3,2,4.317,2.75665344,559,137,696,21,3,0,12,43,2420,37,350170
sory-kaba,Las Palmas,6.51875,104.3,1,1,1.4633,0.40304064,110,47,157,11,2,0,1,13,748,17,869131
park-marvin,Las Palmas,6.6709677419355,206.8,0,2,0.9578,2.04810705,509,129,638,19,5,0,3,14,1852,31,960401
sandro-ramirez,Las Palmas,6.9423076923077,180.5,1,3,3.3827,2.9872451,473,96,569,20,3,0,18,49,1739,26,188407
marc-cardona,Las Palmas,6.775,162.6,3,1,3.7668,0.6088184,166,52,218,13,4,0,10,21,717,25,841854
maximo-perrone,Las Palmas,6.7448275862069,195.6,0,0,0.2374,1.15146761,1181,126,1307,11,6,0,3,7,1634,29,1086286
alberto-moleiro,Las Palmas,6.8037037037037,183.7,3,3,1.8829,2.63900574,542,122,664,52,0,0,8,30,1717,27,1012444
omenuke-mfulu,Las Palmas,6.66,33.3,0,0,0,0.02053349,53,7,60,1,1,0,0,0,92,5,552668
kirian-rodriguez,Las Palmas,7.1277777777778,256.6,6,2,2.0517,2.7919273,2627,311,2938,26,7,0,14,42,3127,36,964985
loiodice-enzo,Las Palmas,6.8290322580645,211.7,0,1,0.4985,1.83025692,910,172,1082,28,2,0,6,15,1767,33,933426
jose-campana,Las Palmas,6.6428571428571,46.5,0,0,0.0151,0.05362479,135,21,156,1,0,0,0,1,173,8,96373
javier-munoz,Las Palmas,6.7805555555556,244.1,2,3,2.5419,1.79980997,980,215,1195,14,6,0,9,38,2571,36,353154
pejino,Las Palmas,6.7235294117647,114.3,2,0,1.3049,0.51589664,158,38,196,15,1,0,8,17,523,17,925220
cristian-herrera,Las Palmas,6.6666666666667,40.0,1,0,0.8738,0.06533585,84,7,91,1,1,0,1,1,170,7,362032
benito-ramirez,Las Palmas,6.6,118.8,1,0,0.3742,0.28963587,111,28,139,2,0,0,3,10,360,19,868223
fabio-gonzalez,Las Palmas,6.7666666666667,20.3,0,0,,0.04389444,79,3,82,1,0,0,0,0,42,5,894477
julian-araujo,Las Palmas,6.9916666666667,167.8,1,0,0.6757,0.93390001,575,115,690,12,5,0,2,7,1462,25,978150
mika-marmol,Las Palmas,6.8571428571429,240.0,0,1,0.8587,1.06772106,2205,269,2474,16,4,1,0,3,3091,35,979146
sergi-cardona,Las Palmas,7.0971428571429,248.4,1,2,2.6694,3.66481811,1429,304,1733,17,10,0,5,26,2816,35,986245
saul-coco,Las Palmas,6.6892857142857,187.3,1,0,1.0521,0.15232852,1195,148,1343,3,6,1,4,20,2203,29,1089453
daley-sinkgraven,Las Palmas,6.4555555555556,58.1,0,0,0,0.06241578,206,30,236,0,0,1,0,0,377,10,377206
alex-suarez,Las Palmas,6.89,206.7,2,0,1.3628,0.59298945,1235,182,1417,11,7,0,5,7,2501,31,914848
eric-curbelo,Las Palmas,6.8,6.8,0,0,0,0.0018225,51,2,53,0,0,0,0,0,90,1,868227
alvaro-lemos,Las Palmas,6.6666666666667,20.0,0,0,0.0203,0.05774105,96,20,116,0,1,0,0,1,193,3,813645
alvaro-valles,Las Palmas,7.1611111111111,257.8,0,0,0,0.06005222,1325,359,1684,1,2,1,0,0,3174,36,964983
aaron-escandell,Las Palmas,6.2,12.4,0,0,,0.00221365,54,21,75,0,0,1,0,0,152,2,368922
darwin-machis,Cádiz CF,6.6666666666667,140.0,4,0,1.423,1.14260818,157,62,219,6,0,1,10,21,799,21,252863
maximiliano-gomez,Cádiz CF,6.6838709677419,207.2,0,0,1.597,0.49139324,130,103,233,4,2,0,6,16,1174,31,805245
juanmi,Cádiz CF,6.7866666666667,101.8,3,1,2.6894,0.52717071,174,43,217,9,3,0,7,14,846,15,96369
roger-marti,Cádiz CF,6.8954545454545,151.7,2,3,2.6305,1.20569442,201,99,300,2,3,0,12,30,1277,22,212074
chris-ramos,Cádiz CF,6.7783783783784,250.8,5,1,10.1142,1.41033306,269,198,467,18,5,0,27,76,2627,37,914819
sergi-guardiola,Cádiz CF,6.6727272727273,146.8,1,1,1.821,0.83931541,145,46,191,7,1,0,5,14,505,22,141945
diadie-samassekou,Cádiz CF,6.8,20.4,0,0,0.0281,0.01587879,30,1,31,0,0,0,1,1,61,3,796358
brian-ocampo,Cádiz CF,6.5833333333333,79.0,0,0,0.2207,0.15625543,55,27,82,8,2,0,1,4,172,12,941405
ruben-alcaraz,Cádiz CF,7.0057142857143,245.2,3,1,3.2403,1.58712383,1209,267,1476,10,13,0,12,46,3048,35,259339
robert-navarro,Cádiz CF,6.7962962962963,183.5,1,1,1.945,2.33653622,454,126,580,52,0,1,7,26,1818,27,944165
gonzalo-escalante,Cádiz CF,6.6375,159.3,1,2,1.9248,1.54764011,500,159,659,3,2,1,3,14,1638,24,316170
rominigue-kouame,Cádiz CF,6.8,102.0,0,0,0.2895,0.30111202,354,56,410,7,2,0,0,5,828,16,846446
ruben-sobrino,Cádiz CF,6.6741935483871,206.9,0,1,1.7852,1.72082618,371,117,488,16,8,1,3,21,1628,31,329563
alex-fernandez,Cádiz CF,6.744,168.6,0,0,0.2727,1.33872252,475,84,559,4,3,0,1,7,1246,25,148588
ivan-alejo,Cádiz CF,6.5733333333333,197.2,0,2,0.4906,2.7505395,195,109,304,24,17,0,2,11,1713,30,352486
fede-san-emeterio,Cádiz CF,6.625,26.5,1,0,0.0569,0.15988009,42,8,50,0,1,1,1,1,165,4,376382
jose-mari,Cádiz CF,6.6,13.2,0,0,0,0.00804161,16,4,20,0,1,0,0,0,27,3,141997
aiham-ousou,Cádiz CF,6.7,40.2,0,0,0.1726,0.24795388,141,38,179,1,0,0,0,2,429,6,965265
victor-chust,Cádiz CF,6.8090909090909,149.8,0,1,0.5319,0.24130402,828,199,1027,1,3,2,0,4,1870,22,855831
javier-hernandez,Cádiz CF,6.775,189.7,1,2,1.4584,2.75714733,666,244,910,13,9,0,8,30,2427,29,1031658
lucas-pires,Cádiz CF,6.7222222222222,181.5,1,0,0.7736,1.87176558,413,125,538,15,6,0,4,10,1455,27,1136896
fali,Cádiz CF,6.8310344827586,198.1,0,0,0.8056,0.23892664,745,231,976,3,11,0,3,11,2460,29,349794
mamadou-mbaye,Cádiz CF,6.8,27.2,0,0,0.3444,0.01396359,47,36,83,0,2,0,1,2,286,4,921621
iza-carcelen,Cádiz CF,6.7617647058824,229.9,0,0,0.5693,1.25900807,637,219,856,13,2,0,2,9,2622,34,800403
luis-hernandez,Cádiz CF,6.7555555555556,60.8,1,0,0.9533,0.43173673,238,65,303,0,4,0,1,1,730,9,260097
jorge-mere,Cádiz CF,6.64,66.4,0,0,0.1711,0.0400252,165,60,225,1,0,0,1,4,687,10,355046
joseba-zaldua,Cádiz CF,6.6545454545455,73.2,0,0,0.0137,0.87064043,96,50,146,1,3,0,0,1,633,12,347450
jeremias-ledesma,Cádiz CF,7.1970588235294,244.7,0,0,0,0.16242084,578,488,1066,2,0,0,0,0,3049,34,341097
david-gil,Cádiz CF,7.375,29.5,0,0,,0.01240351,50,58,108,0,1,0,0,0,281,4,138390
vedat-muriqi,RCD Mallorca,7.0928571428571,198.6,6,2,9.6356,1.80823135,401,228,629,13,5,0,24,64,2296,28,310874
cyle-larin,RCD Mallorca,6.7176470588235,228.4,3,2,9.0507,0.54363973,181,98,279,14,8,0,26,69,1796,34,790179
abdon-prats,RCD Mallorca,6.830303030303,225.4,6,1,3.1826,1.19593133,129,98,227,8,3,0,13,32,1218,33,146852
javi-llabres,RCD Mallorca,6.6357142857143,92.9,1,0,0.6281,0.31988234,41,12,53,4,1,0,3,7,206,15,1162309
nemanja-radonjic,RCD Mallorca,6.84,68.4,0,0,1.587,0.46632507,60,26,86,18,0,0,7,10,293,10,802665
sergi-darder,RCD Mallorca,7.0628571428571,247.2,2,5,2.2269,5.01699791,637,164,801,32,4,0,12,32,2084,35,110783
samuel-costa,RCD Mallorca,6.8939393939394,227.5,1,1,1.0837,1.0166066,823,235,1058,12,8,0,3,22,2305,34,988351
dani-rodriguez,RCD Mallorca,6.8457142857143,239.6,2,4,1.3724,4.71993751,621,184,805,33,8,0,4,27,2605,35,349526
omar-mascarell,RCD Mallorca,6.6571428571429,186.4,0,0,0.443,0.22803638,623,134,757,7,7,0,0,6,1558,28,255999
manu-morlanes,RCD Mallorca,6.7969696969697,224.3,0,1,1.0461,1.99605203,614,113,727,20,2,0,4,11,1540,34,826004
antonio-sanchez,RCD Mallorca,6.7035714285714,187.7,3,1,2.5313,1.75934338,339,125,464,14,3,0,9,23,1419,28,949722
pablo-maffeo,RCD Mallorca,6.695,133.9,0,2,0.5571,0.86936668,265,138,403,15,3,1,3,9,1436,21,788216
matija-nastasic,RCD Mallorca,6.9230769230769,180.0,2,0,1.0201,0.69530677,785,196,981,0,8,0,2,8,2265,26,98440
antonio-raillo,RCD Mallorca,7.18,179.5,3,1,1.3331,0.78643085,940,159,1099,1,4,1,9,28,2112,25,807116
giovanni-gonzalez,RCD Mallorca,6.7636363636364,223.2,1,1,0.4533,1.89604171,770,227,997,15,7,0,4,14,2463,34,590404
martin-valjent,RCD Mallorca,6.7851851851852,183.2,0,1,0.3325,1.02738981,774,172,946,1,5,0,0,9,2264,27,300522
toni-lato,RCD Mallorca,6.8,183.6,0,1,0.2286,1.34988695,444,129,573,10,3,0,2,5,1558,28,828239
jose-copete,RCD Mallorca,6.7894736842105,129.0,1,1,0.5418,0.49501353,446,125,571,4,7,0,1,7,1335,19,913695
jaume-costa,RCD Mallorca,6.6827586206897,193.8,0,1,0.2382,1.23673705,427,127,554,8,7,0,2,5,1596,29,44577
nacho-vidal,RCD Mallorca,6.7076923076923,87.2,1,0,1.2169,0.3051978,122,39,161,2,1,0,4,10,439,14,844752
siebe-van-der-heyden,RCD Mallorca,6.6333333333333,39.8,0,0,0.1648,0.051160295,62,30,92,0,2,1,0,2,292,6,842164
predrag-rajkovic,RCD Mallorca,7.0666666666667,254.4,0,0,0,0.14401645,622,507,1129,3,2,0,0,0,3240,36,188107
dominik-greif,RCD Mallorca,7.8,7.8,0,0,,0.00637931,21,8,29,0,0,0,0,0,90,1,791046
radamel-falcao,Rayo Vallecano,6.6095238095238,138.8,1,0,2.462,0.28849397,78,18,96,3,4,0,7,16,335,21,25682
raul-de-tomas,Rayo Vallecano,6.7375,161.7,1,2,3.3565,0.38916391,201,52,253,20,5,0,12,39,1255,24,138387
sergio-camello,Rayo Vallecano,6.7064516129032,207.9,3,1,4.5283,1.31296064,273,98,371,16,3,0,13,33,1676,31,910024
randy-nteka,Rayo Vallecano,6.49375,103.9,1,1,2.3288,0.85096314,128,45,173,7,2,0,6,15,578,16,932764
ismaila-ciss,Rayo Vallecano,6.8866666666667,206.6,1,0,1.5123,0.6444418,688,136,824,16,10,0,8,22,1585,30,913679
isi-palazon,Rayo Vallecano,6.9194444444444,249.1,4,1,5.8777,2.20177169,782,263,1045,35,8,0,33,71,2788,36,899982
miguel-crespo,Rayo Vallecano,6.7642857142857,94.7,0,0,0.1097,0.44865989,212,37,249,12,3,0,0,3,504,14,972410
alvaro-garcia,Rayo Vallecano,6.9451612903226,215.3,6,1,5.8043,2.80643285,437,208,645,9,6,1,16,41,2403,31,345111
oscar-trejo,Rayo Vallecano,6.5633333333333,196.9,0,0,0.8225,2.09187594,596,105,701,31,4,1,2,16,1319,30,21949
bebe,Rayo Vallecano,6.6722222222222,120.1,2,0,1.4377,0.53156544,41,18,59,12,1,0,5,15,241,18,124950
jorge-de-frutos,Rayo Vallecano,6.6457142857143,232.6,2,0,2.4675,1.02681992,299,92,391,15,1,0,11,27,1495,35,900003
oscar-valentin,Rayo Vallecano,6.8558823529412,233.1,1,0,1.6754,0.65731685,1003,224,1227,7,5,1,7,15,2701,34,900008
unai-lopez,Rayo Vallecano,6.8176470588235,231.8,1,2,1.1148,2.61091829,1105,205,1310,22,9,0,5,29,2045,34,588566
kike-perez,Rayo Vallecano,6.6260869565217,152.4,1,0,1.8863,0.86646478,262,67,329,9,7,0,5,13,837,23,857178
jose-pozo,Rayo Vallecano,6.6,13.2,0,0,,0.00458151,11,0,11,0,0,0,0,0,17,2,608370
abdul-mumin,Rayo Vallecano,6.865,137.3,1,0,0.3839,0.13871665,615,152,767,2,5,1,1,6,1705,20,846147
andrei-ratiu,Rayo Vallecano,6.4909090909091,71.4,0,0,0.2863,0.51962529,153,39,192,11,1,0,1,6,550,11,965031
florian-lejeune,Rayo Vallecano,7.0361111111111,253.3,3,1,3.189,0.80823823,1575,360,1935,4,5,0,19,65,3238,36,88528
